P73;odb. Dubina - st. Kadaò-Prunéøov;U;50° 26' 22.54939'' N;13° 18' 29.27629'' E
P74;st. Klášterec nad Ohøí;II.;50° 23' 10.93513'' N;13° 11' 30.79658'' E
P75;Perštejn - Strá nad Ohøí;III.;50° 22' 08.66942'' N;13° 06' 34.68273'' E
P76;Perštejn - Strá nad Ohøí;MK;50° 21' 33.75804'' N;13° 04' 55.13022'' E
P77;st. Vojkovice nad Ohøí;III.;50° 18' 11.40126'' N;13° 00' 57.25038'' E
P78;st. Ostrov nad Ohøí;III.;50° 18' 01.29177'' N;12° 57' 09.07664'' E
P79;Ostrov nad Ohøí - Hájek;III.;50° 17' 11.57014'' N;12° 55' 49.56664'' E
P80;Hájek - Dalovice;MK;50° 16' 24.31419'' N;12° 54' 47.13029'' E
P81;Hájek - Dalovice;III.;50° 16' 20.75612'' N;12° 54' 36.60671'' E
P82;st. Dalovice;III.;50° 15' 24.39570'' N;12° 53' 10.84808'' E
P83;Dalovice - Karlovy Vary;MK;50° 14' 34.87901'' N;12° 52' 46.71158'' E
P84;Karlovy Vary - Karlovy Vary-Dvory;MK;50° 14' 09.62390'' N;12° 50' 33.77107'' E
P85;Karlovy Vary-Dvory - Chodov-karlovarské zhlaví;III.;50° 14' 06.58149'' N;12° 47' 25.55177'' E
P86;Karlovy Vary-Dvory - Chodov-karlovarské zhlaví;MK;50° 13' 46.54240'' N;12° 46' 02.14547'' E
P87;Citice - Dasnice;MK;50° 08' 56.16101'' N;12° 36' 03.00916'' E
P88;Citice - Dasnice;MK;50° 08' 09.29001'' N;12° 34' 39.50740'' E
P89;st. Dasnice;MK;50° 08' 08.42763'' N;12° 34' 05.28611'' E
P90;st. Kynšperk n.Ohøí;II.;50° 07' 44.09069'' N;12° 31' 18.15125'' E
P91;st. Kynšperk n.Ohøí;MK;50° 07' 23.51212'' N;12° 30' 59.00514'' E
P92;st. Kynšperk n.Ohøí;MK;50° 07' 20.42477'' N;12° 30' 50.86404'' E
P93;Kynšperk n.Ohøí - Nebanice;U;50° 07' 16.66132'' N;12° 30' 09.53267'' E
P94;Nebanice - Tršnice;MK;50° 06' 57.57242'' N;12° 28' 31.00258'' E
P95;Nebanice - Tršnice;U;50° 07' 01.94472'' N;12° 27' 43.61594'' E
P96;Nebanice - Tršnice;III.;50° 07' 00.61511'' N;12° 26' 23.50516'' E
P97;st. Tršnice;III.;50° 07' 06.89203'' N;12° 24' 15.00896'' E
P97;Tršnice - Novı Drahov;III.;50° 07' 06.89203'' N;12° 24' 15.00896'' E
P98;st. Tršnice;III.;50° 06' 34.45227'' N;12° 23' 45.44399'' E
P99;Tršnice - Cheb (klášterecké stanièení);U;50° 06' 20.16847'' N;12° 23' 47.79122'' E
P100;Tršnice - Cheb (klášterecké stanièení);III.;50° 05' 34.51476'' N;12° 23' 45.75966'' E
P101;Tršnice - Novı Drahov;U;50° 07' 17.96517'' N;12° 24' 15.17267'' E
P102;Tršnice - Novı Drahov;III.;50° 07' 36.57416'' N;12° 24' 14.01119'' E
P103;Tršnice - Novı Drahov;III.;50° 07' 52.18612'' N;12° 24' 14.28360'' E
P104;Tršnice - Novı Drahov;U;50° 08' 34.44694'' N;12° 24' 07.54856'' E
P105;Tršnice - Novı Drahov;III.;50° 08' 41.91838'' N;12° 24' 06.85165'' E
P106;Novı Drahov - Vonšov;U;50° 09' 11.64942'' N;12° 23' 09.21323'' E
P107;Vonšov - Skalná;U;50° 09' 21.86571'' N;12° 22' 45.89950'' E
P107;;MK;50° 15' 61.35'' N;12° 37' 97.81'' E
P108;Vonšov - Skalná;U;50° 09' 24.68608'' N;12° 22' 37.25710'' E
P109;Vonšov - Skalná;U;50° 09' 30.86309'' N;12° 22' 21.00754'' E
P110;Vonšov - Skalná;U;50° 09' 49.86626'' N;12° 22' 09.05641'' E
P111;Skalná - KEMAT I;U;50° 10' 20.33833'' N;12° 22' 21.62452'' E
P111;;MK;50° 10' 20.35'' N;12° 22' 21.046'' E
P112;KEMAT I - Velkı Luh;U;50° 10' 41.75183'' N;12° 22' 45.27036'' E
P113;KEMAT I - Velkı Luh;II.;50° 11' 12.16397'' N;12° 22' 33.54111'' E
P115;KEMAT I - Velkı Luh;MK;50° 11' 48.73231'' N;12° 22' 21.39357'' E
P116;KEMAT I - Velkı Luh;III.;50° 11' 56.71474'' N;12° 22' 19.94587'' E
P117;KEMAT I - Velkı Luh;U;50° 12' 11.24585'' N;12° 22' 21.15184'' E
P118;Velkı Luh - Novı Kostel;U;50° 12' 22.76707'' N;12° 22' 45.27002'' E
P119;Velkı Luh - Novı Kostel;U;50° 12' 22.90851'' N;12° 23' 19.63636'' E
P121;Novı Kostel - Luby u Chebu;III.;50° 13' 15.74696'' N;12° 25' 16.13726'' E
P122;Novı Kostel - Luby u Chebu;U;50° 13' 57.79920'' N;12° 24' 54.42223'' E
P123;Novı Kostel - Luby u Chebu;U;50° 14' 20.22948'' N;12° 24' 46.60044'' E
P124;Novı Kostel - Luby u Chebu;U;50° 14' 24.44206'' N;12° 24' 42.70215'' E
P125;Novı Kostel - Luby u Chebu;MK;50° 15' 04.10104'' N;12° 24' 17.59585'' E
P126;Novı Kostel - Luby u Chebu;MK;50° 15' 06.40658'' N;12° 24' 15.82471'' E
P127;Novı Kostel - Luby u Chebu;MK;50° 15' 08.27691'' N;12° 24' 12.73308'' E
P127;;;50° 15' 8.2'' N;12° 24' 12.72'' E
P128;km 0,664 - Svatava;U;50° 11' 06.27896'' N;12° 38' 01.28253'' E
P129;km 0,664 - Svatava;U;50° 11' 06.16327'' N;12° 38' 00.80106'' E
P130;st. Svatava - ZV 5;III.;50° 11' 20.38186'' N;12° 37' 36.11761'' E
P131;Svatava - Oloví;U;50° 11' 53.63833'' N;12° 36' 11.23982'' E
P132;Svatava - Oloví;U;50° 12' 33.82287'' N;12° 35' 59.11991'' E
P133;Svatava - Oloví;MK;50° 13' 03.61885'' N;12° 35' 17.53204'' E
P134;Svatava - Oloví;U;50° 13' 24.97552'' N;12° 35' 00.97139'' E
P135;Svatava - Oloví;U;50° 14' 37.66082'' N;12° 33' 55.21526'' E
P136;Svatava - Oloví;III.;50° 15' 08.82471'' N;12° 33' 39.31035'' E
P137;Oloví - Rotava;MK;50° 15' 32.24105'' N;12° 33' 10.79214'' E
P138;Oloví - Rotava;U;50° 16' 28.91714'' N;12° 32' 57.68628'' E
P139;Oloví - Rotava;III.;50° 16' 32.93224'' N;12° 33' 08.79157'' E
P140;Oloví - Rotava;III.;50° 16' 52.77158'' N;12° 32' 44.95390'' E
P141;Oloví - Rotava;MK;50° 17' 04.41972'' N;12° 32' 16.18729'' E
P142;Rotava - Kraslice pøedmìstí;U;50° 17' 35.53967'' N;12° 31' 39.83380'' E
P143;Kraslice pøedmìstí - Kraslice;MK;50° 19' 28.38213'' N;12° 30' 46.20298'' E
P144;Kraslice pøedmìstí - Kraslice;MK;50° 19' 44.31286'' N;12° 30' 22.34936'' E
P145;Kraslice - Kraslice st.hr.;MK;50° 19' 58.46882'' N;12° 30' 02.53253'' E
P146;Kraslice - Kraslice st.hr.;MK;50° 20' 11.43227'' N;12° 29' 58.54531'' E
P147;Kraslice - Kraslice st.hr.;MK;50° 20' 25.53321'' N;12° 29' 48.83349'' E
P148;Kraslice - Kraslice st.hr.;MK;50° 21' 05.72322'' N;12° 28' 19.02065'' E
P149;Stará Role - Nová Role;II.;50° 14' 50.27611'' N;12° 49' 46.72191'' E
P150;Stará Role - Nová Role;U;50° 14' 49.98536'' N;12° 49' 29.77338'' E
P151;Stará Role - Nová Role;MK;50° 15' 07.55773'' N;12° 48' 57.13366'' E
P152;Stará Role - Nová Role;U;50° 15' 10.11339'' N;12° 48' 56.80423'' E
P153;Stará Role - Nová Role;MK;50° 15' 15.26140'' N;12° 48' 34.40911'' E
P154;Stará Role - Nová Role;MK;50° 16' 02.36364'' N;12° 47' 21.15522'' E
P155;Stará Role - Nová Role;II.;50° 16' 10.05687'' N;12° 46' 58.36910'' E
P156;Stará Role - Nová Role;MK;50° 16' 17.13233'' N;12° 46' 47.14035'' E
P156;KERAMICKÉ SUROVINY Boièany - Nová Role;MK;50° 16' 17.13233'' N;12° 46' 47.14035'' E
P157;Nová Role - Nejdek;MK;50° 16' 29.90009'' N;12° 46' 49.21915'' E
P158;Nová Role - Nejdek;MK;50° 16' 48.40663'' N;12° 46' 23.21274'' E
P159;Nová Role - Nejdek;MK;50° 17' 03.13819'' N;12° 46' 00.03759'' E
P160;Nová Role - Nejdek;MK;50° 17' 10.18329'' N;12° 45' 39.90771'' E
P161;Nová Role - Nejdek;MK;50° 17' 26.89804'' N;12° 45' 22.01068'' E
P162;Nová Role - Nejdek;MK;50° 17' 31.96608'' N;12° 45' 18.69470'' E
P163;Nová Role - Nejdek;III.;50° 17' 34.64390'' N;12° 45' 17.00062'' E
P164;Nová Role - Nejdek;U;50° 17' 52.83410'' N;12° 45' 02.61826'' E
P165;Nová Role - Nejdek;III.;50° 18' 01.73699'' N;12° 45' 10.77674'' E
P166;Nová Role - Nejdek;U;50° 18' 19.44874'' N;12° 45' 16.93399'' E
P167;Nová Role - Nejdek;U;50° 18' 31.37748'' N;12° 45' 11.79540'' E
P168;Nová Role - Nejdek;MK;50° 18' 33.23224'' N;12° 45' 11.02351'' E
P169;Nová Role - Nejdek;MK;50° 18' 41.22097'' N;12° 44' 47.00926'' E
P170;Nová Role - Nejdek;U;50° 18' 51.66151'' N;12° 44' 35.68808'' E
P171;st. Nejdek;III.;50° 19' 10.67716'' N;12° 43' 57.79041'' E
P172;st. Nejdek;II.;50° 19' 10.74541'' N;12° 43' 50.80977'' E
P173;Nejdek - METALIS;MK;50° 19' 23.92182'' N;12° 43' 32.95771'' E
P174;METALIS - Nové Hamry;MK;50° 19' 41.54908'' N;12° 43' 24.58476'' E
P175;METALIS - Nové Hamry;MK;50° 19' 45.87456'' N;12° 43' 18.83711'' E
P176;METALIS - Nové Hamry;MK;50° 19' 52.26238'' N;12° 43' 13.69736'' E
P177;METALIS - Nové Hamry;U;50° 19' 55.55746'' N;12° 43' 10.35926'' E
P178;METALIS - Nové Hamry;MK;50° 20' 10.89532'' N;12° 42' 48.67700'' E
P179;METALIS - Nové Hamry;U;50° 20' 26.60311'' N;12° 42' 48.72023'' E
P180;METALIS - Nové Hamry;III.;50° 20' 34.60145'' N;12° 42' 37.89609'' E
P181;METALIS - Nové Hamry;III.;50° 21' 04.73190'' N;12° 42' 49.37160'' E
P182;METALIS - Nové Hamry;MK;50° 21' 35.37462'' N;12° 43' 13.79006'' E
P183;Nové Hamry - Pernink;U;50° 21' 18.11461'' N;12° 43' 08.85713'' E
P184;Nové Hamry - Pernink;U;50° 20' 52.34415'' N;12° 43' 05.96369'' E
P185;Nové Hamry - Pernink;U;50° 20' 34.86006'' N;12° 43' 24.96164'' E
P186;Nové Hamry - Pernink;MK;50° 20' 30.16282'' N;12° 43' 43.66205'' E
P187;Nové Hamry - Pernink;U;50° 20' 26.04559'' N;12° 43' 57.81024'' E
P188;Nové Hamry - Pernink;U;50° 20' 44.58099'' N;12° 45' 06.51360'' E
P189;Nové Hamry - Pernink;U;50° 21' 03.55156'' N;12° 45' 03.54790'' E
P190;Nové Hamry - Pernink;U;50° 20' 50.73737'' N;12° 46' 32.72381'' E
P191;Nové Hamry - Pernink;II.;50° 21' 14.82009'' N;12° 46' 52.46518'' E
P192;Nové Hamry - Pernink;U;50° 21' 51.14857'' N;12° 46' 24.71932'' E
P193;Pernink - Horní Blatná;U;50° 22' 14.50279'' N;12° 46' 18.15198'' E
P194;Pernink - Horní Blatná;U;50° 22' 57.43949'' N;12° 46' 12.67328'' E
P195;Pernink - Horní Blatná;U;50° 23' 02.42647'' N;12° 46' 12.39752'' E
P196;Horní Blatná - Potùèky;U;50° 23' 40.83345'' N;12° 45' 14.41305'' E
P197;Horní Blatná - Potùèky;U;50° 23' 58.44538'' N;12° 44' 52.45170'' E
P198;Horní Blatná - Potùèky;U;50° 24' 17.61354'' N;12° 44' 37.99346'' E
P199;Horní Blatná - Potùèky;MK;50° 24' 38.24683'' N;12° 44' 15.77639'' E
P200;Horní Blatná - Potùèky;U;50° 25' 06.27077'' N;12° 44' 07.75340'' E
P201;Horní Blatná - Potùèky;U;50° 25' 37.01602'' N;12° 44' 07.71557'' E
P202;Horní Blatná - Potùèky;U;50° 25' 31.91522'' N;12° 44' 25.72772'' E
P203;Horní Blatná - Potùèky;III.;50° 25' 38.20121'' N;12° 44' 39.38796'' E
P204;dD3 Potùèky;U;50° 25' 47.66858'' N;12° 44' 22.07357'' E
P205;Merklín - Hroznìtín;MK;50° 19' 34.97303'' N;12° 51' 54.16218'' E
P206;Merklín - Hroznìtín;II.;50° 18' 47.90832'' N;12° 51' 40.61192'' E
P207;Merklín - Hroznìtín;III.;50° 18' 35.31002'' N;12° 52' 01.08847'' E
P208;Hroznìtín - Sadov;III.;50° 18' 21.35350'' N;12° 52' 08.54281'' E
P209;Hroznìtín - Sadov;U;50° 18' 12.88427'' N;12° 52' 13.56038'' E
P210;Hroznìtín - Sadov;U;50° 18' 08.23524'' N;12° 52' 28.42634'' E
P211;Hroznìtín - Sadov;U;50° 18' 04.97031'' N;12° 52' 36.60375'' E
P212;Hroznìtín - Sadov;MK;50° 17' 26.46748'' N;12° 52' 27.62796'' E
P213;Hroznìtín - Sadov;U;50° 17' 14.50987'' N;12° 52' 26.70436'' E
P215;Hroznìtín - Sadov;U;50° 16' 50.13872'' N;12° 52' 34.22733'' E
P216;Hroznìtín - Sadov;U;50° 16' 38.95702'' N;12° 52' 39.96386'' E
P217;Hroznìtín - Sadov;III.;50° 16' 31.00636'' N;12° 52' 52.97907'' E
P218;Sadov - Dalovice;U;50° 16' 01.13689'' N;12° 53' 29.26183'' E
P219;Sadov - Dalovice;U;50° 15' 35.78778'' N;12° 53' 07.82461'' E
P221;Krupá - Knìeves;U;50° 09' 46.96299'' N;13° 43' 45.42161'' E
P222;Krupá - Knìeves;U;50° 09' 37.88661'' N;13° 43' 25.19324'' E
P223;Krupá - Knìeves;U;50° 09' 06.01128'' N;13° 43' 16.09678'' E
P224;Krupá - Knìeves;U;50° 08' 56.61122'' N;13° 43' 13.56546'' E
P225;Krupá - Knìeves;U;50° 08' 50.50367'' N;13° 43' 08.14186'' E
P226;Krupá - Knìeves;U;50° 08' 53.09400'' N;13° 42' 28.44554'' E
P227;Krupá - Knìeves;U;50° 08' 58.07228'' N;13° 41' 43.25993'' E
P228;Krupá - Knìeves;U;50° 08' 58.15732'' N;13° 41' 02.75968'' E
P229;Krupá - Knìeves;U;50° 08' 55.95821'' N;13° 40' 42.69367'' E
P230;Krupá - Knìeves;U;50° 08' 55.22743'' N;13° 40' 28.45145'' E
P231;Krupá - Knìeves;III.;50° 08' 54.16519'' N;13° 40' 07.97145'' E
P232;Krupá - Knìeves;U;50° 08' 53.50620'' N;13° 39' 57.93913'' E
P233;Krupá - Knìeves;U;50° 08' 51.64836'' N;13° 39' 45.28045'' E
P234;Krupá - Knìeves;U;50° 08' 50.55234'' N;13° 39' 36.16361'' E
P235;Krupá - Knìeves;III.;50° 08' 40.67447'' N;13° 38' 50.47433'' E
P236;Krupá - Knìeves;II.;50° 08' 35.34821'' N;13° 38' 36.12190'' E
P237;Knìeves - Kolešovice;III.;50° 08' 23.41529'' N;13° 38' 02.92895'' E
P238;Knìeves - Kolešovice;MK;50° 08' 08.07462'' N;13° 37' 17.03586'' E
P239;Knìeves - Kolešovice;MK;50° 08' 03.34280'' N;13° 36' 58.32533'' E
P240;Knìeves - Kolešovice;MK;50° 08' 05.00906'' N;13° 36' 43.22682'' E
P241;Knìeves - Kolešovice;MK;50° 08' 06.33311'' N;13° 36' 31.05814'' E
P242;Knìeves - Kolešovice;III.;50° 08' 07.31043'' N;13° 36' 21.76962'' E
P243;Luná u Rakovníka - RKZ Rakovník;U;50° 08' 41.51903'' N;13° 45' 50.81742'' E
P244;Luná u Rakovníka - RKZ Rakovník;III.;50° 08' 27.34650'' N;13° 45' 27.47866'' E
P245;Luná u Rakovníka - RKZ Rakovník;U;50° 08' 00.61932'' N;13° 44' 25.07124'' E
P246;Luná u Rakovníka - RKZ Rakovník;U;50° 07' 38.67911'' N;13° 44' 01.99318'' E
P247;RKZ Rakovník - Rakovník;U;50° 06' 48.61524'' N;13° 44' 14.70898'' E
P248;RKZ Rakovník - Rakovník;MK;50° 06' 31.71997'' N;13° 44' 41.91898'' E
P249;RKZ Rakovník - Rakovník;U;50° 06' 26.82770'' N;13° 44' 49.69980'' E
P250;Tršnice - Františkovy Láznì;U;50° 06' 35.40931'' N;12° 23' 39.63730'' E
P251;Tršnice - Františkovy Láznì;U;50° 06' 38.65968'' N;12° 23' 12.22206'' E
P252;Tršnice - Františkovy Láznì;MK;50° 06' 57.90270'' N;12° 21' 51.39702'' E
P253;Chodov-stanièní kolejištì - CHODOS;MK;50° 13' 57.66763'' N;12° 45' 01.41197'' E
P254;Chodov-stanièní kolejištì - CHODOS;MK;50° 13' 56.57394'' N;12° 45' 11.80463'' E
P255;Chodov-stanièní kolejištì - CHODOS;II.;50° 14' 20.25183'' N;12° 45' 42.17042'' E
P256;Chodov-stanièní kolejištì - CHODOS;U;50° 14' 30.34664'' N;12° 46' 03.51702'' E
P257;CHODOS - KERAMICKÉ SUROVINY Boièany;U;50° 15' 05.31740'' N;12° 46' 26.11544'' E
P258;KERAMICKÉ SUROVINY Boièany - Nová Role;MK;50° 15' 24.12872'' N;12° 46' 31.18136'' E
P259;KERAMICKÉ SUROVINY Boièany - Nová Role;U;50° 15' 34.75094'' N;12° 46' 42.69140'' E
P260;KERAMICKÉ SUROVINY Boièany - Nová Role;II.;50° 15' 44.14632'' N;12° 46' 45.76504'' E
P261;Praha-Smíchov-jiní zhlaví - Praha-Radotín;MK;50° 00' 42.37126'' N;14° 23' 19.85841'' E
P261;Tunel - Praha-Radotín (odj.kol.);MK;50° 00' 42.37126'' N;14° 23' 19.85841'' E
P261;Tunel - Praha-Radotín (vj.kol.);MK;50° 00' 42.37126'' N;14° 23' 19.85841'' E
P262;st. Praha-Radotín;MK;49° 59' 02.46094'' N;14° 21' 42.10760'' E
P263;Praha-Radotín - Dobøichovice;II.;49° 58' 29.83898'' N;14° 20' 47.49480'' E
P264;Praha-Radotín - Dobøichovice;II.;49° 57' 37.54564'' N;14° 19' 24.91644'' E
P265;Praha-Radotín - Dobøichovice;MK;49° 57' 33.53709'' N;14° 19' 24.31073'' E
P266;Praha-Radotín - Dobøichovice;MK;49° 56' 52.91388'' N;14° 19' 50.17576'' E
P267;Praha-Radotín - Dobøichovice;MK;49° 56' 39.27728'' N;14° 19' 44.60224'' E
P268;Praha-Radotín - Dobøichovice;MK;49° 55' 53.28604'' N;14° 18' 07.26638'' E
P269;st. Dobøichovice;MK;49° 55' 36.15543'' N;14° 17' 01.45273'' E
P270;Dobøichovice - Øevnice;III.;49° 55' 29.97342'' N;14° 16' 36.36239'' E
P271;st. Øevnice;II.;49° 55' 00.03652'' N;14° 14' 34.72037'' E
P272;Øevnice - Zadní Tøebaò;MK;49° 54' 55.62995'' N;14° 13' 56.85158'' E
P273;Øevnice - Zadní Tøebaò;MK;49° 55' 09.69369'' N;14° 13' 05.70535'' E
P274;Øevnice - Zadní Tøebaò;MK;49° 55' 09.63797'' N;14° 12' 33.36818'' E
P275;Zadní Tøebaò - Karlštejn;III.;49° 55' 56.31520'' N;14° 10' 47.19395'' E
P276;st. Karlštejn;MK;49° 55' 52.34042'' N;14° 09' 53.82488'' E
P277;Karlštejn - Beroun-os.n.;III.;49° 55' 59.83990'' N;14° 07' 54.28223'' E
P278;st. Beroun-stav.6 - (støídavá trakce);III.;49° 56' 43.89762'' N;14° 02' 47.62285'' E
P278;;III;49° 56' 43.897'' N;14° 02' 47.622'' E
P279;Beroun-stav.6 - Zdice;III.;49° 56' 16.14882'' N;14° 01' 48.50751'' E
P280;Beroun-stav.6 - Zdice;III.;49° 55' 41.23155'' N;14° 01' 12.77968'' E
P281;Beroun-stav.6 - Zdice;MK;49° 54' 42.29152'' N;13° 59' 34.33613'' E
P282;Zdice - Hoøovice;U;49° 52' 48.29650'' N;13° 56' 34.83394'' E
P283;st. Zbiroh;II.;49° 50' 01.13781'' N;13° 47' 32.31330'' E
P284;st. Kaøízek;III.;49° 48' 08.82822'' N;13° 46' 07.64495'' E
P285;st. Holoubkov;MK;49° 46' 34.43705'' N;13° 42' 28.16611'' E
